X,Y,objectid,wri_id,mill_name_,group_name,latitude,longitude,iso,certificat,company_na,globalid
103.282300000376225,2.010700000091724,2297,WRI_129,Kian Hoe Plantations,Unknown,2.0107,103.2823,MYS,None,Unknown,{0F313C89-D2F3-480E-B67D-613777E73CE2}
102.532999999939648,2.271199999629476,2298,WRI_13,Lenga Palm Oil Industries,Unknown,2.2712,102.533,MYS,None,Unknown,{358691B7-B805-4751-B00C-23E1CB09B93C}
103.392299999592339,2.11100000020692,2299,WRI_132,Pamol Klauang,Unknown,2.111,103.3923,MYS,RSPO Certified,Unknown,{75393750-56E2-4AF3-B48C-B630814505DE}
102.506599999552833,2.49880000032762,2300,WRI_1329,Unknown,Unknown,2.4988,102.5066,MYS,None,Unknown,{2887478B-DEFC-4796-B219-CF1C9A7C2016}
151.033299999750938,-5.316699999765076,2301,WRI_133,Hargy,Unknown,-5.3167,151.0333,PNG,None,Unknown,{D547B113-931E-4B9C-9202-B20E60382C0E}
101.320600000278915,4.102499999823287,2302,WRI_1332,Unknown,Unknown,4.1025,101.3206,MYS,None,Unknown,{557B5C4A-D76E-42CB-95A2-F98982D5460A}
102.175800000041647,5.099699999761176,2303,WRI_1333,Unknown,Unknown,5.0997,102.1758,MYS,None,Unknown,{DCC4B21A-6650-4129-89F0-41EF7FFAA647}
101.140199999731877,4.056099999795758,2304,WRI_1334,Unknown,Unknown,4.0561,101.1402,MYS,None,Unknown,{22C733EF-1B06-4533-942C-FF89B74944DB}
101.167299999727419,3.998700000421543,2305,WRI_1339,Unknown,Unknown,3.9987,101.1673,MYS,None,Unknown,{7B217605-FE23-4D5A-B15D-8D18345C939F}
100.712899999875305,4.710700000251538,2306,WRI_1340,Unknown,Unknown,4.7107,100.7129,MYS,None,Unknown,{488E256C-5743-4693-A3D5-DFBD7E8C25A3}
101.164999999986335,4.161399999765221,2307,WRI_1341,Unknown,Unknown,4.1614,101.165,MYS,None,Unknown,{96D14661-6264-4F51-9AD0-F69371315146}
101.467399999843622,3.49739999977512,2308,WRI_1352,Unknown,Unknown,3.4974,101.4674,MYS,None,Unknown,{4642508A-F4AA-454E-8516-0BE01EB27EF8}
100.694999999742336,4.608000000276274,2309,WRI_1354,Unknown,Unknown,4.608,100.695,MYS,None,Unknown,{89A1EE6D-2BF6-4017-92AC-E63D32278A10}
101.974900000044983,4.891500000073512,2310,WRI_1356,Unknown,Unknown,4.8915,101.9749,MYS,None,Unknown,{1E87ABAD-3978-4AAB-BEF8-C8B74BBBB1DF}
102.5073000000599,3.410700000338676,2311,WRI_1358,Unknown,Unknown,3.4107,102.5073,MYS,None,Unknown,{D6F4461A-334C-4A4E-9528-82F50D05E915}
102.918200000356762,3.603800000343709,2312,WRI_1359,Unknown,Unknown,3.6038,102.9182,MYS,None,Unknown,{63CE55C3-500C-4B9C-AD2D-C843C044AFFF}
102.182300000130098,3.504000000400471,2313,WRI_1361,Unknown,Unknown,3.504,102.1823,MYS,None,Unknown,{441A2E75-0683-446D-AA92-82EEA42779BE}
101.19109999989918,3.957999999601477,2314,WRI_1362,Unknown,Unknown,3.958,101.1911,MYS,None,Unknown,{C12757F3-55D1-43DD-BB5D-DE82AA08D778}
101.390700000237487,3.103599999918981,2315,WRI_1363,Unknown,Unknown,3.1036,101.3907,MYS,None,Unknown,{D30E911C-080E-4FB2-9D83-B876814CFEB0}
101.650100000131729,2.851700000334981,2316,WRI_1364,Unknown,Unknown,2.8517,101.6501,MYS,None,Unknown,{DDF64723-2E58-487D-8533-3F732528C82E}
102.588499999589061,3.465700000065858,2317,WRI_1365,Unknown,Unknown,3.4657,102.5885,MYS,None,Unknown,{FD565748-94DB-47AC-8577-C04523D7B734}
100.96830000033701,3.853800000252284,2318,WRI_1367,Unknown,Unknown,3.8538,100.9683,MYS,None,Unknown,{EAD28728-3256-47F1-8AA0-C51B6196F63D}
100.902799999860548,3.889700000314223,2319,WRI_1368,Unknown,Unknown,3.8897,100.9028,MYS,None,Unknown,{70792051-9503-4AFE-8AC2-D92BF10B5E9F}
