datetime,timestamp,location,latitude,longitude,request_status,precipIntensityMax_mmhr,precipIntensitySum_mm,temperatureMax_C,temperatureMin_C,temperatureMean_C,humidityMean,no_daily,no_hourly,uvIndex,
2014-04-14 17:00:00+08:00,1397466000,Sambas,1.352003,109.477756,200,,0,33.36,24.17,29.588,0.706,,,3.5,
2014-04-15 17:00:00+08:00,1397552400,Sambas,1.352003,109.477756,200,,0,31.59,24.97,28.138,0.798,,,2.47,
2014-04-16 17:00:00+08:00,1397638800,Sambas,1.352003,109.477756,200,,0,32.78,24.77,29.21,0.74,,,7.08,
2014-04-17 17:00:00+08:00,1397725200,Sambas,1.352003,109.477756,200,,0,32.58,24.97,29.592,0.718,,,7.92,
2014-04-18 17:00:00+08:00,1397811600,Sambas,1.352003,109.477756,200,,0,31.46,24.88,29.05,0.788,,,2.72,
2014-04-19 17:00:00+08:00,1397898000,Sambas,1.352003,109.477756,200,,0,32.78,24.77,28.888,0.768,,,1.44,
2014-04-20 17:00:00+08:00,1397984400,Sambas,1.352003,109.477756,200,,0,33.57,24.66,29.05,0.772,,,2.84,
2014-04-21 17:00:00+08:00,1398070800,Sambas,1.352003,109.477756,200,,0,33.57,23.87,29.346,0.748,,,5.3,
2014-04-22 17:00:00+08:00,1398157200,Sambas,1.352003,109.477756,200,,0,29.07,22.97,25.294,0.93,,,1.62,
2014-04-23 17:00:00+08:00,1398243600,Sambas,1.352003,109.477756,200,,0,31.98,22.67,28.832,0.714,,,11.7,
2014-04-24 17:00:00+08:00,1398330000,Sambas,1.352003,109.477756,200,,0,33.68,26.17,29.7975,0.7175,,,14.08,
2014-04-25 17:00:00+08:00,1398416400,Sambas,1.352003,109.477756,200,,0,32.98,24.07,28.936,0.776,,,2.34,
2014-04-26 17:00:00+08:00,1398502800,Sambas,1.352003,109.477756,200,,0,33.89,24.66,30.176,0.702,,,8.17,
2014-04-27 17:00:00+08:00,1398589200,Sambas,1.352003,109.477756,200,,0,33.96,26.17,30.792,0.698,,,8.05,
2014-04-28 17:00:00+08:00,1398675600,Sambas,1.352003,109.477756,200,,0,32.58,25.77,30.078,0.72,,,3.37,
2014-04-29 17:00:00+08:00,1398762000,Sambas,1.352003,109.477756,200,,0,34.39,25.98,30.398,0.68,,,7.74,
2014-04-30 17:00:00+08:00,1398848400,Sambas,1.352003,109.477756,200,,0,34.39,25.28,30.738,0.668,,,5.31,
2014-05-01 17:00:00+08:00,1398934800,Sambas,1.352003,109.477756,200,,0,34.07,26.76,30.854,0.69,,,6.59,
2014-05-02 17:00:00+08:00,1399021200,Sambas,1.352003,109.477756,200,,0,33.78,26.37,30.354,0.698,,,2.59,
2014-05-03 17:00:00+08:00,1399107600,Sambas,1.352003,109.477756,200,,0,31.88,25.08,27.95,0.79,,,1.45,
2014-05-04 17:00:00+08:00,1399194000,Sambas,1.352003,109.477756,200,,0,33.96,25.17,30.092,0.702,,,7.56,
2014-05-05 17:00:00+08:00,1399280400,Sambas,1.352003,109.477756,200,,0,32.58,25.98,28.916,0.828,,,5.49,
2014-05-06 17:00:00+08:00,1399366800,Sambas,1.352003,109.477756,200,,0,32.78,26.37,30.458,0.774,,,5.68,
2014-05-07 17:00:00+08:00,1399453200,Sambas,1.352003,109.477756,200,,0,32.18,25.67,29.074,0.796,,,1.44,
2014-05-08 17:00:00+08:00,1399539600,Sambas,1.352003,109.477756,200,,0,29.18,25.58,27.116,0.848,,,0.12,
2014-05-09 17:00:00+08:00,1399626000,Sambas,1.352003,109.477756,200,,0,31.98,24.58,29.152,0.74,,,3.06,
2014-05-10 17:00:00+08:00,1399712400,Sambas,1.352003,109.477756,200,,0,33.78,24.17,30.37,0.692,,,7.12,
2014-05-11 17:00:00+08:00,1399798800,Sambas,1.352003,109.477756,200,,0,29.88,25.98,28.22,0.842,,,0.72,
2014-05-12 17:00:00+08:00,1399885200,Sambas,1.352003,109.477756,200,,0,32.38,25.98,28.328,0.806,,,2.09,
2014-05-13 17:00:00+08:00,1399971600,Sambas,1.352003,109.477756,200,,0,33.36,24.66,30.108,0.694,,,9.68,
2014-05-14 17:00:00+08:00,1400058000,Sambas,1.352003,109.477756,200,,0,33.09,24.97,28.698,0.772,,,3.84,
2014-05-15 17:00:00+08:00,1400144400,Sambas,1.352003,109.477756,200,,0,30.49,24.47,27.496,0.806,,,0.85,
2014-05-16 17:00:00+08:00,1400230800,Sambas,1.352003,109.477756,200,,0,34.39,24.88,29.522,0.772,,,5.31,
2014-05-17 17:00:00+08:00,1400317200,Sambas,1.352003,109.477756,200,,0,32.58,25.08,29.694,0.766,,,4.94,
2014-05-18 17:00:00+08:00,1400403600,Sambas,1.352003,109.477756,200,,0,31.08,26.37,28.794,0.804,,,1.32,
2014-05-19 17:00:00+08:00,1400490000,Sambas,1.352003,109.477756,200,,0,28.17,24.88,25.916,0.914,,,0.12,
2014-05-20 17:00:00+08:00,1400576400,Sambas,1.352003,109.477756,200,,0,31.59,25.17,28.836,0.78,,,1.57,
2014-05-21 17:00:00+08:00,1400662800,Sambas,1.352003,109.477756,200,,0,32.98,24.97,29.354,0.748,,,2.22,
2014-05-22 17:00:00+08:00,1400749200,Sambas,1.352003,109.477756,200,,0,33.57,26.08,30.518,0.704,,,6.08,
2014-05-23 17:00:00+08:00,1400835600,Sambas,1.352003,109.477756,200,,0,32.28,25.37,28.55,0.832,,,0.97,
2014-05-24 17:00:00+08:00,1400922000,Sambas,1.352003,109.477756,200,,0,29.18,24.47,26.932,0.87,,,0.6,
2014-05-25 17:00:00+08:00,1401008400,Sambas,1.352003,109.477756,200,,0,32.78,24.97,28.872,0.792,,,6.34,
2014-05-26 17:00:00+08:00,1401094800,Sambas,1.352003,109.477756,200,,0,33.47,25.37,29.754,0.772,,,4.46,
2014-05-27 17:00:00+08:00,1401181200,Sambas,1.352003,109.477756,200,,0,28.17,24.97,26.494,0.91,,,0.84,
2014-05-28 17:00:00+08:00,1401267600,Sambas,1.352003,109.477756,200,,0,30.36,25.58,28.154,0.836,,,3.96,
2014-05-29 17:00:00+08:00,1401354000,Sambas,1.352003,109.477756,200,,0,32.68,24.77,29.96,0.76,,,6.62,
2014-05-30 17:00:00+08:00,1401440400,Sambas,1.352003,109.477756,200,,0,31.78,23.56,28.81,0.725,,,3,
2014-05-31 17:00:00+08:00,1401526800,Sambas,1.352003,109.477756,200,,0,31.27,25.77,29.03,0.766,,,2.09,
2014-06-01 17:00:00+08:00,1401613200,Sambas,1.352003,109.477756,200,,0,30.76,25.17,27.928,0.83,,,2.35,
2014-06-02 17:00:00+08:00,1401699600,Sambas,1.352003,109.477756,200,,0,32.18,25.08,28.992,0.78,,,1.45,
2014-06-03 17:00:00+08:00,1401786000,Sambas,1.352003,109.477756,200,,0,32.18,25.17,29.18,0.784,,,3.19,
2014-06-04 17:00:00+08:00,1401872400,Sambas,1.352003,109.477756,200,,0,33.68,26.17,30.212,0.736,,,5.71,
2014-06-05 17:00:00+08:00,1401958800,Sambas,1.352003,109.477756,200,,0,29.59,25.47,27.878,0.86,,,0.24,
2014-06-06 17:00:00+08:00,1402045200,Sambas,1.352003,109.477756,200,,0,31.78,25.47,28.776,0.804,,,1.82,
2014-06-07 17:00:00+08:00,1402131600,Sambas,1.352003,109.477756,200,,0,33.57,25.17,30.012,0.74,,,4.69,
2014-06-08 17:00:00+08:00,1402218000,Sambas,1.352003,109.477756,200,,0,31.59,26.37,29.934,0.786,,,3.5,
2014-06-09 17:00:00+08:00,1402304400,Sambas,1.352003,109.477756,200,,0,33.19,25.77,29.732,0.774,,,1.44,
2014-06-10 17:00:00+08:00,1402390800,Sambas,1.352003,109.477756,200,,0,33.57,25.86,30.428,0.75,,,6.81,
2014-06-11 17:00:00+08:00,1402477200,Sambas,1.352003,109.477756,200,,0,32.58,26.66,29.832,0.734,,,1.57,
2014-06-12 17:00:00+08:00,1402563600,Sambas,1.352003,109.477756,200,,0,31.27,25.86,29.73,0.766,,,1.44,
2014-06-13 17:00:00+08:00,1402650000,Sambas,1.352003,109.477756,200,,0,31.27,25.08,28.532,0.814,,,0.12,
2014-06-14 17:00:00+08:00,1402736400,Sambas,1.352003,109.477756,200,,0,32.98,24.58,29.62,0.756,,,2.22,
2014-06-15 17:00:00+08:00,1402822800,Sambas,1.352003,109.477756,200,,0,34.98,24.97,30.458,0.664,,,2.74,
2014-06-16 17:00:00+08:00,1402909200,Sambas,1.352003,109.477756,200,,0,34.39,25.47,30.512,0.69,,,2.87,
2014-06-17 17:00:00+08:00,1402995600,Sambas,1.352003,109.477756,200,,0,34.07,26.56,30.894,0.722,,,4.82,
2014-06-18 17:00:00+08:00,1403082000,Sambas,1.352003,109.477756,200,,0,34.17,25.47,30.812,0.744,,,4.81,
2014-06-19 17:00:00+08:00,1403168400,Sambas,1.352003,109.477756,200,,0,34.46,26.76,31.19,0.718,,,3,
2014-06-20 17:00:00+08:00,1403254800,Sambas,1.352003,109.477756,200,,0,34.57,24.97,30.734,0.706,,,4.69,
2014-06-21 17:00:00+08:00,1403341200,Sambas,1.352003,109.477756,200,,0,33.96,25.47,30.95,0.726,,,3.84,
2014-06-22 17:00:00+08:00,1403427600,Sambas,1.352003,109.477756,200,,0,33.57,27.17,30.53,0.744,,,1.32,
2014-06-23 17:00:00+08:00,1403514000,Sambas,1.352003,109.477756,200,,0,33.36,26.56,30.648,0.71,,,5.72,
2014-06-24 17:00:00+08:00,1403600400,Sambas,1.352003,109.477756,200,,0,35.16,24.07,30.914,0.646,,,11.87,
2014-06-25 17:00:00+08:00,1403686800,Sambas,1.352003,109.477756,200,,0,34.68,25.58,30.84,0.72,,,3.25,
2014-06-26 17:00:00+08:00,1403773200,Sambas,1.352003,109.477756,200,,0,33.78,24.97,28.714,0.78,,,2.1,
2014-06-27 17:00:00+08:00,1403859600,Sambas,1.352003,109.477756,200,,0,34.98,24.88,30.522,0.688,,,8.43,
